53,51
53,51
51,49
49,46
48,43
46,41
45,39
45,38
45,36
45,35
45,35
42,35
41,33
40,33
41,31
42,31
42,31
42,31
42,31
42,31
41,31
39,30
39,29
38,28
39,28
39,28
39,28
39,28
38,28
38,28
38,28
38,28
38,28
38,28
38,28
37,28
37,27
37,27
37,28
37,28
37,27
37,27
37,27
37,26
37,26
36,26
36,25
36,25
36,25
36,24
36,24
37,24
37,24
37,24
37,24
37,24
37,24
37,24
37,24
37,24
37,24
37,24
37,24
37,24
37,24
37,24
36,24
36,24
35,24
35,24
35,24
35,24
35,24
34,24
34,24
34,24
34,24
34,24
34,23
34,23
34,23
34,23
34,23
34,22
34,22
35,22
35,22
35,22
35,22
35,22
35,22
35,22
35,22
35,22
35,22
35,22
35,22
34,22
34,22
34,22
34,22
34,22
34,22
34,22
34,22
34,22
34,22
34,22
34,21
34,21
34,20
34,20
34,20
34,20
34,20
34,20
33,20
33,20
33,20
33,20
33,20
33,20
33,20
33,20
33,20
33,20
33,20
33,20
33,20
33,19
33,19
33,19
33,19
33,19
33,19
33,19
33,19
33,19
33,19
33,19
33,19
33,19
34,19
34,19
34,19
34,19
34,19
34,19
34,19
34,19
34,19
34,19
34,19
34,20
34,20
34,20
34,20
34,20
34,20
34,20
34,20
34,20
34,20
34,20
34,20
34,20
34,20
34,20
35,20
35,20
35,20
35,20
35,20
35,20
35,20
35,20
35,20
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,19
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,19
36,19
36,19
36,19
36,19
36,19
36,19
36,19
36,19
36,19
36,19
36,19
36,19
36,19
36,19
36,19
37,19
37,19
37,19
37,19
37,19
37,19
37,19
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
36,18
36,18
36,18
36,18
36,18
36,18
36,18
36,18
36,18
36,18
35,18
35,18
36,18
36,18
36,18
36,18
36,18
36,18
36,18
36,18
36,18
36,18
36,18
36,18
36,18
36,18
36,18
35,18
35,18
35,18
35,18
36,18
36,18
36,18
36,18
36,18
36,18
36,18
36,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
35,18
